Date,Platform,Content,Location
2025-07-08,Instagram,This government is corrupt. Protest on 08/07 at Parliament. #OccupyParliament,Parliament
2025-06-08,Instagram,#KenyaProtests – protest at Uhuru Park urgent,Uhuru Park
2025-07-21,X,We are fed up. Gather on 21/07 at Kisumu. #YouthPower,Kisumu
2025-06-04,Instagram,#OneTermPresident – march at Uhuru Park now!,Uhuru Park
2025-06-06,Instagram,We are fed up. Gather on 06/06 at Parliament. #GenZRevolution,Parliament
2025-06-13,X,This government is corrupt. Strike on 13/06 at Mombasa. #OccupyParliament,Mombasa
2025-07-26,X,#SaveKenya – protest at Parliament urgent,Parliament
2025-06-17,X,No justice no peace. March on 17/06 at Kisumu. #RutoMustGo,Kisumu
2025-06-01,Instagram,Gen Z rising again! Meet at Nairobi for a march. #YouthPower,Nairobi
2025-07-31,X,Gen Z rising again! Meet at Parliament for a protest. #RutoMustGo,Parliament
2025-06-24,X,Gen Z rising again! Meet at Parliament for a strike. #YouthPower,Parliament
2025-06-11,X,#YouthPower – gather at Uhuru Park immediately,Uhuru Park
2025-07-10,X,Gather on July 10 in Nairobi. This government is corrupt #GenZRevolution,Nairobi
2025-07-03,TikTok,Gather on July 03 in Uhuru Park. No justice no peace #OneTermPresident,Uhuru Park
2025-07-10,X,Strike on July 10 in Uhuru Park. We are fed up #RutoMustGo,Uhuru Park
2025-06-16,Instagram,No justice no peace. Gather on 16/06 at Kisumu. #GenZRevolution,Kisumu
2025-07-27,TikTok,We are fed up – happening now! at Parliament! #OccupyParliament,Parliament
2025-06-19,X,#YouthPower – gather at Parliament act fast,Parliament
2025-07-07,TikTok,This government is corrupt – happening act fast at Mombasa! #RejectFinanceBill2024,Mombasa
2025-06-17,X,#KenyaProtests – strike at Uhuru Park immediately,Uhuru Park
2025-07-26,TikTok,Protest on July 26 in Kisumu. No justice no peace #OccupyParliament,Kisumu
2025-07-31,X,This government is corrupt. Boycott on 31/07 at Mombasa. #RutoMustGo,Mombasa
2025-07-08,Instagram,No justice no peace. Gather on 08/07 at Nairobi. #RejectFinanceBill2024,Nairobi
2025-06-19,X,Gen Z rising again! Meet at Nairobi for a march. #OccupyParliament,Nairobi
2025-06-15,X,Gather on June 15 in Uhuru Park. They brutalized our people #KenyaProtests,Uhuru Park
2025-07-21,X,They brutalized our people. Boycott on 21/07 at Parliament. #OneTermPresident,Parliament
2025-06-23,X,Gather on June 23 in Mombasa. We are fed up #SaveKenya,Mombasa
2025-06-11,Instagram,Strike on June 11 in Uhuru Park. We are fed up #SaveKenya,Uhuru Park
2025-07-22,Instagram,Gen Z rising again! Meet at Mombasa for a protest. #GenZRevolution,Mombasa
2025-06-17,TikTok,#YouthPower – protest at Kisumu urgent,Kisumu
2025-07-19,Instagram,#SaveKenya – boycott at Nairobi immediately,Nairobi
2025-07-20,X,Protest on July 20 in Uhuru Park. We are fed up #RutoMustGo,Uhuru Park
2025-06-09,TikTok,Protest on June 09 in Nairobi. No justice no peace #OneTermPresident,Nairobi
2025-06-27,Instagram,#RejectFinanceBill2024 – boycott at Mombasa act fast,Mombasa
2025-06-05,TikTok,No justice no peace – happening immediately at Uhuru Park! #OccupyParliament,Uhuru Park
2025-07-28,X,#SaveKenya – strike at Parliament urgent,Parliament
2025-07-31,TikTok,They brutalized our people – happening now! at Nairobi! #RejectFinanceBill2024,Nairobi
2025-06-24,TikTok,Gen Z rising again! Meet at Kisumu for a march. #KenyaProtests,Kisumu
2025-06-01,X,No justice no peace. Gather on 01/06 at Parliament. #OneTermPresident,Parliament
2025-06-16,X,We are fed up – happening now! at Mombasa! #OneTermPresident,Mombasa
2025-07-11,Instagram,This government is corrupt – happening urgent at Parliament! #SaveKenya,Parliament
2025-07-08,X,#YouthPower – march at Uhuru Park now!,Uhuru Park
2025-06-19,Instagram,#GenZRevolution – gather at Kisumu urgent,Kisumu
2025-06-23,TikTok,We are fed up – happening now! at Uhuru Park! #KenyaProtests,Uhuru Park
2025-07-21,X,Protest on July 21 in Kisumu. They brutalized our people #OneTermPresident,Kisumu
2025-06-12,Instagram,#GenZRevolution – protest at Parliament act fast,Parliament
2025-07-30,TikTok,#YouthPower – gather at Parliament act fast,Parliament
2025-06-26,Instagram,#RejectFinanceBill2024 – boycott at Mombasa immediately,Mombasa
2025-06-03,Instagram,#OneTermPresident – march at Nairobi urgent,Nairobi
2025-06-30,X,No justice no peace – happening immediately at Uhuru Park! #SaveKenya,Uhuru Park
2025-07-06,Instagram,This government is corrupt. Protest on 06/07 at Parliament. #SaveKenya,Parliament
2025-06-06,Instagram,This government is corrupt. March on 06/06 at Mombasa. #RutoMustGo,Mombasa
2025-07-01,X,#GenZRevolution – boycott at Parliament immediately,Parliament
2025-07-15,X,#SaveKenya – strike at Mombasa immediately,Mombasa
2025-06-18,X,We are fed up – happening urgent at Nairobi! #OneTermPresident,Nairobi
2025-06-05,X,Gather on June 05 in Parliament. This government is corrupt #GenZRevolution,Parliament
2025-07-22,Instagram,No justice no peace – happening act fast at Kisumu! #SaveKenya,Kisumu
2025-06-08,Instagram,This government is corrupt. Boycott on 08/06 at Kisumu. #KenyaProtests,Kisumu
2025-07-17,X,Gen Z rising again! Meet at Uhuru Park for a protest. #GenZRevolution,Uhuru Park
2025-06-13,X,Boycott on June 13 in Parliament. This government is corrupt #RutoMustGo,Parliament
2025-06-04,TikTok,#RutoMustGo – march at Parliament act fast,Parliament
2025-07-15,X,We are fed up – happening urgent at Uhuru Park! #RutoMustGo,Uhuru Park
2025-06-05,X,We are fed up – happening act fast at Uhuru Park! #YouthPower,Uhuru Park
2025-07-29,Instagram,Gather on July 29 in Kisumu. This government is corrupt #KenyaProtests,Kisumu
2025-06-01,Instagram,March on June 01 in Nairobi. This government is corrupt #KenyaProtests,Nairobi
2025-07-06,TikTok,We are fed up – happening immediately at Nairobi! #RutoMustGo,Nairobi
2025-07-02,Instagram,They brutalized our people – happening now! at Mombasa! #KenyaProtests,Mombasa
2025-07-03,TikTok,Gen Z rising again! Meet at Parliament for a gather. #OneTermPresident,Parliament
2025-07-25,X,This government is corrupt – happening immediately at Kisumu! #OccupyParliament,Kisumu
2025-06-14,X,#GenZRevolution – strike at Kisumu act fast,Kisumu
2025-07-26,TikTok,Gen Z rising again! Meet at Nairobi for a strike. #RejectFinanceBill2024,Nairobi
2025-06-06,TikTok,This government is corrupt – happening act fast at Parliament! #OneTermPresident,Parliament
2025-06-04,TikTok,#KenyaProtests – boycott at Mombasa act fast,Mombasa
2025-06-21,Instagram,They brutalized our people – happening urgent at Mombasa! #RejectFinanceBill2024,Mombasa
2025-06-04,X,Gather on June 04 in Parliament. They brutalized our people #YouthPower,Parliament
2025-06-26,Instagram,This government is corrupt. March on 26/06 at Nairobi. #OccupyParliament,Nairobi
2025-06-24,TikTok,Gen Z rising again! Meet at Kisumu for a gather. #GenZRevolution,Kisumu
2025-07-03,TikTok,#SaveKenya – gather at Mombasa now!,Mombasa
2025-06-10,X,Gather on June 10 in Nairobi. We are fed up #OneTermPresident,Nairobi
2025-07-25,Instagram,Gen Z rising again! Meet at Parliament for a protest. #GenZRevolution,Parliament
2025-07-29,X,#GenZRevolution – protest at Parliament now!,Parliament
2025-06-16,TikTok,Strike on June 16 in Uhuru Park. We are fed up #OneTermPresident,Uhuru Park
2025-07-28,TikTok,Boycott on July 28 in Mombasa. They brutalized our people #RejectFinanceBill2024,Mombasa
2025-06-22,Instagram,Boycott on June 22 in Uhuru Park. They brutalized our people #OneTermPresident,Uhuru Park
2025-06-28,TikTok,Gather on June 28 in Kisumu. We are fed up #GenZRevolution,Kisumu
2025-07-17,X,No justice no peace. Boycott on 17/07 at Nairobi. #GenZRevolution,Nairobi
2025-06-27,X,We are fed up – happening now! at Kisumu! #OneTermPresident,Kisumu
2025-06-02,TikTok,They brutalized our people. March on 02/06 at Mombasa. #GenZRevolution,Mombasa
2025-07-01,X,Gen Z rising again! Meet at Uhuru Park for a strike. #OneTermPresident,Uhuru Park
2025-06-21,TikTok,They brutalized our people. Strike on 21/06 at Mombasa. #SaveKenya,Mombasa
2025-07-25,TikTok,#YouthPower – march at Parliament act fast,Parliament
2025-07-04,X,Gather on July 04 in Parliament. They brutalized our people #YouthPower,Parliament
2025-07-03,TikTok,Gen Z rising again! Meet at Nairobi for a march. #OccupyParliament,Nairobi
2025-07-08,X,Boycott on July 08 in Parliament. They brutalized our people #OneTermPresident,Parliament
2025-07-15,X,Boycott on July 15 in Uhuru Park. This government is corrupt #OccupyParliament,Uhuru Park
2025-06-02,TikTok,They brutalized our people. Protest on 02/06 at Uhuru Park. #OccupyParliament,Uhuru Park
2025-07-24,Instagram,Gather on July 24 in Mombasa. No justice no peace #RejectFinanceBill2024,Mombasa
2025-07-14,X,March on July 14 in Nairobi. This government is corrupt #OccupyParliament,Nairobi
2025-06-27,X,Protest on June 27 in Uhuru Park. This government is corrupt #OneTermPresident,Uhuru Park
2025-07-22,X,Boycott on July 22 in Uhuru Park. We are fed up #OneTermPresident,Uhuru Park
2025-06-12,TikTok,We are fed up – happening now! at Kisumu! #RutoMustGo,Kisumu
2025-06-09,X,Gen Z rising again! Meet at Parliament for a gather. #OccupyParliament,Parliament
2025-06-15,X,Gen Z rising again! Meet at Kisumu for a protest. #SaveKenya,Kisumu
2025-06-11,X,Protest on June 11 in Uhuru Park. No justice no peace #OneTermPresident,Uhuru Park
2025-07-02,TikTok,Gather on July 02 in Mombasa. They brutalized our people #RutoMustGo,Mombasa
2025-06-23,Instagram,Gen Z rising again! Meet at Kisumu for a march. #RejectFinanceBill2024,Kisumu
2025-06-15,X,No justice no peace – happening urgent at Nairobi! #KenyaProtests,Nairobi
2025-07-26,TikTok,No justice no peace – happening immediately at Mombasa! #RutoMustGo,Mombasa
2025-06-25,Instagram,This government is corrupt – happening act fast at Mombasa! #RutoMustGo,Mombasa
2025-07-04,X,Strike on July 04 in Parliament. They brutalized our people #RejectFinanceBill2024,Parliament
2025-07-28,X,No justice no peace – happening now! at Nairobi! #SaveKenya,Nairobi
2025-06-05,TikTok,#KenyaProtests – strike at Parliament urgent,Parliament
2025-06-23,Instagram,No justice no peace. Boycott on 23/06 at Parliament. #RutoMustGo,Parliament
2025-07-08,TikTok,Gen Z rising again! Meet at Nairobi for a protest. #RutoMustGo,Nairobi
2025-07-09,Instagram,Gen Z rising again! Meet at Kisumu for a gather. #GenZRevolution,Kisumu
2025-06-28,TikTok,We are fed up. Strike on 28/06 at Mombasa. #SaveKenya,Mombasa
2025-07-24,TikTok,#YouthPower – march at Parliament now!,Parliament
2025-07-05,X,Gen Z rising again! Meet at Parliament for a gather. #SaveKenya,Parliament
2025-07-12,Instagram,They brutalized our people. Boycott on 12/07 at Uhuru Park. #KenyaProtests,Uhuru Park
2025-07-27,TikTok,Gen Z rising again! Meet at Kisumu for a march. #RutoMustGo,Kisumu
2025-06-19,X,This government is corrupt. Protest on 19/06 at Parliament. #OccupyParliament,Parliament
2025-07-16,X,They brutalized our people. Strike on 16/07 at Kisumu. #OccupyParliament,Kisumu
2025-07-31,X,#KenyaProtests – march at Mombasa urgent,Mombasa
2025-07-25,X,Gen Z rising again! Meet at Kisumu for a gather. #SaveKenya,Kisumu
2025-07-07,X,Gen Z rising again! Meet at Uhuru Park for a boycott. #YouthPower,Uhuru Park
2025-06-09,Instagram,This government is corrupt – happening urgent at Nairobi! #OneTermPresident,Nairobi
2025-06-27,X,Gen Z rising again! Meet at Kisumu for a protest. #YouthPower,Kisumu
2025-07-24,Instagram,#KenyaProtests – protest at Uhuru Park now!,Uhuru Park
2025-06-29,TikTok,Gen Z rising again! Meet at Uhuru Park for a strike. #KenyaProtests,Uhuru Park
2025-07-09,X,They brutalized our people. Strike on 09/07 at Parliament. #RutoMustGo,Parliament
2025-07-24,TikTok,Gen Z rising again! Meet at Nairobi for a protest. #KenyaProtests,Nairobi
2025-06-09,X,#GenZRevolution – march at Parliament act fast,Parliament
2025-07-27,TikTok,Gen Z rising again! Meet at Kisumu for a strike. #RutoMustGo,Kisumu
2025-07-26,X,Protest on July 26 in Parliament. No justice no peace #SaveKenya,Parliament
2025-06-23,TikTok,March on June 23 in Uhuru Park. No justice no peace #RutoMustGo,Uhuru Park
2025-07-14,X,Gen Z rising again! Meet at Mombasa for a boycott. #YouthPower,Mombasa
2025-07-04,X,They brutalized our people. Gather on 04/07 at Nairobi. #RejectFinanceBill2024,Nairobi
2025-07-23,Instagram,#OneTermPresident – gather at Mombasa immediately,Mombasa
2025-06-10,Instagram,Gen Z rising again! Meet at Mombasa for a protest. #RejectFinanceBill2024,Mombasa
2025-07-11,X,They brutalized our people. March on 11/07 at Mombasa. #KenyaProtests,Mombasa
2025-06-09,X,#RutoMustGo – gather at Nairobi immediately,Nairobi
2025-07-18,Instagram,Gen Z rising again! Meet at Mombasa for a protest. #YouthPower,Mombasa
2025-06-13,TikTok,Gen Z rising again! Meet at Mombasa for a boycott. #GenZRevolution,Mombasa
2025-06-29,Instagram,Gen Z rising again! Meet at Mombasa for a boycott. #RutoMustGo,Mombasa
2025-07-06,X,Gen Z rising again! Meet at Mombasa for a boycott. #GenZRevolution,Mombasa
2025-07-27,X,Gen Z rising again! Meet at Kisumu for a boycott. #OneTermPresident,Kisumu
2025-07-21,Instagram,#OneTermPresident – protest at Parliament immediately,Parliament
2025-06-24,TikTok,Protest on June 24 in Uhuru Park. This government is corrupt #YouthPower,Uhuru Park
2025-06-17,X,Protest on June 17 in Parliament. We are fed up #OneTermPresident,Parliament
2025-07-29,X,They brutalized our people. Protest on 29/07 at Mombasa. #OneTermPresident,Mombasa
2025-07-14,TikTok,This government is corrupt – happening now! at Kisumu! #RutoMustGo,Kisumu
2025-07-03,X,They brutalized our people – happening act fast at Mombasa! #SaveKenya,Mombasa
2025-06-11,TikTok,Gen Z rising again! Meet at Nairobi for a protest. #OneTermPresident,Nairobi
2025-06-11,Instagram,March on June 11 in Mombasa. This government is corrupt #YouthPower,Mombasa
2025-06-05,TikTok,This government is corrupt – happening urgent at Parliament! #YouthPower,Parliament
2025-06-16,X,No justice no peace. Strike on 16/06 at Parliament. #KenyaProtests,Parliament
2025-07-27,X,Gen Z rising again! Meet at Parliament for a march. #YouthPower,Parliament
2025-07-08,X,March on July 08 in Nairobi. We are fed up #OneTermPresident,Nairobi
2025-07-30,TikTok,No justice no peace. Strike on 30/07 at Mombasa. #RejectFinanceBill2024,Mombasa
2025-06-26,X,Gen Z rising again! Meet at Kisumu for a march. #OneTermPresident,Kisumu
2025-07-20,TikTok,#OneTermPresident – gather at Kisumu urgent,Kisumu
2025-06-28,Instagram,Gen Z rising again! Meet at Nairobi for a boycott. #OccupyParliament,Nairobi
2025-06-22,TikTok,No justice no peace – happening immediately at Kisumu! #GenZRevolution,Kisumu
2025-06-05,X,#YouthPower – boycott at Mombasa immediately,Mombasa
2025-07-11,TikTok,Gather on July 11 in Nairobi. This government is corrupt #RutoMustGo,Nairobi
2025-06-01,X,Boycott on June 01 in Uhuru Park. We are fed up #GenZRevolution,Uhuru Park
2025-07-27,X,They brutalized our people. Strike on 27/07 at Parliament. #GenZRevolution,Parliament
2025-06-11,Instagram,No justice no peace – happening urgent at Kisumu! #OneTermPresident,Kisumu
2025-07-14,TikTok,Gen Z rising again! Meet at Uhuru Park for a march. #KenyaProtests,Uhuru Park
2025-06-16,TikTok,This government is corrupt. Protest on 16/06 at Nairobi. #OneTermPresident,Nairobi
2025-07-29,Instagram,#OneTermPresident – gather at Uhuru Park act fast,Uhuru Park
2025-07-15,X,Gen Z rising again! Meet at Uhuru Park for a march. #RutoMustGo,Uhuru Park
2025-07-09,Instagram,They brutalized our people – happening urgent at Mombasa! #KenyaProtests,Mombasa
2025-07-09,TikTok,#GenZRevolution – strike at Nairobi urgent,Nairobi
2025-06-10,X,We are fed up. March on 10/06 at Uhuru Park. #OccupyParliament,Uhuru Park
2025-07-19,Instagram,No justice no peace. Gather on 19/07 at Kisumu. #KenyaProtests,Kisumu
2025-07-11,X,Gen Z rising again! Meet at Uhuru Park for a strike. #SaveKenya,Uhuru Park
2025-06-07,TikTok,This government is corrupt. Boycott on 07/06 at Uhuru Park. #RejectFinanceBill2024,Uhuru Park
2025-07-15,Instagram,March on July 15 in Nairobi. We are fed up #RutoMustGo,Nairobi
2025-07-20,X,This government is corrupt – happening act fast at Mombasa! #YouthPower,Mombasa
2025-07-26,Instagram,No justice no peace. Gather on 26/07 at Parliament. #YouthPower,Parliament
2025-06-15,Instagram,March on June 15 in Kisumu. We are fed up #RutoMustGo,Kisumu
2025-07-13,Instagram,We are fed up. Gather on 13/07 at Nairobi. #KenyaProtests,Nairobi
2025-06-14,Instagram,This government is corrupt – happening act fast at Kisumu! #OneTermPresident,Kisumu
2025-07-15,Instagram,Gen Z rising again! Meet at Mombasa for a strike. #GenZRevolution,Mombasa
2025-06-11,Instagram,#GenZRevolution – march at Nairobi urgent,Nairobi
2025-06-25,Instagram,March on June 25 in Kisumu. This government is corrupt #OneTermPresident,Kisumu
2025-06-15,X,This government is corrupt – happening immediately at Kisumu! #GenZRevolution,Kisumu
2025-07-02,X,Protest on July 02 in Parliament. They brutalized our people #RutoMustGo,Parliament
2025-06-29,Instagram,No justice no peace. Protest on 29/06 at Parliament. #OneTermPresident,Parliament
2025-07-06,Instagram,Gen Z rising again! Meet at Uhuru Park for a protest. #RejectFinanceBill2024,Uhuru Park
2025-07-28,X,Strike on July 28 in Kisumu. We are fed up #SaveKenya,Kisumu
2025-07-17,Instagram,They brutalized our people – happening urgent at Nairobi! #RejectFinanceBill2024,Nairobi
